               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,            0.052718,            0.044012,            0.017351,             0.79685,             0.64578,             0.76572,             0.36221,            0.046169,            0.027727,            0.016759,            0.008449,            0.008449,            0.008449
                  49,            0.052142,             0.04479,            0.016902,             0.63802,             0.64806,             0.71771,             0.31775,            0.053493,            0.028299,            0.016707,            0.008416,            0.008416,            0.008416
                  50,            0.053174,            0.043116,            0.016321,             0.76249,             0.64534,             0.71731,             0.25146,            0.051378,            0.027832,            0.015506,            0.008383,            0.008383,            0.008383
                  51,            0.050885,            0.040691,             0.01376,             0.68306,             0.63663,             0.70527,             0.35294,            0.058855,            0.027824,            0.017661,             0.00835,             0.00835,             0.00835
                  52,            0.052976,            0.042823,            0.014592,             0.80458,             0.64933,             0.79651,             0.33575,            0.051015,            0.027475,            0.014157,            0.008317,            0.008317,            0.008317
                  53,              0.0516,            0.042269,            0.015735,              0.8047,             0.64411,             0.75955,             0.42835,            0.047972,            0.027033,            0.012375,            0.008284,            0.008284,            0.008284
                  54,            0.047126,            0.040741,            0.015971,             0.87634,              0.6856,             0.78368,             0.39186,            0.047278,             0.02742,             0.01202,            0.008251,            0.008251,            0.008251
                  55,            0.049047,            0.042013,            0.015095,             0.79408,             0.67416,             0.75834,              0.3875,            0.048303,            0.026939,            0.012163,            0.008218,            0.008218,            0.008218
                  56,             0.04461,            0.044698,            0.014706,             0.75965,             0.70624,             0.75741,             0.37561,            0.046593,            0.030502,            0.012362,            0.008185,            0.008185,            0.008185
                  57,            0.046275,            0.039194,            0.014861,             0.75677,             0.70979,             0.75496,             0.38031,            0.049474,             0.02717,            0.010664,            0.008152,            0.008152,            0.008152
                  58,            0.048294,            0.038741,            0.014783,             0.68225,             0.72625,             0.77293,             0.40887,            0.044225,            0.027716,            0.011154,            0.008119,            0.008119,            0.008119
                  59,             0.04799,            0.039435,             0.01318,              0.7216,             0.71621,             0.74781,             0.39184,            0.045729,            0.027504,            0.011132,            0.008086,            0.008086,            0.008086
                  60,            0.047651,            0.040421,            0.014446,             0.82594,             0.71277,             0.78039,             0.34105,            0.047583,            0.029238,            0.012908,            0.008053,            0.008053,            0.008053
                  61,              0.0469,            0.039577,            0.013673,             0.77368,             0.72792,             0.77949,             0.41363,            0.050552,            0.027956,            0.010521,             0.00802,             0.00802,             0.00802
                  62,            0.046903,            0.043881,            0.012661,             0.84278,             0.72028,             0.80841,             0.30571,            0.048614,            0.031824,            0.010054,            0.007987,            0.007987,            0.007987
                  63,            0.047627,            0.036339,            0.013845,             0.83716,             0.71263,             0.77686,              0.4111,            0.044187,            0.027018,           0.0087265,            0.007954,            0.007954,            0.007954
                  64,            0.044756,            0.039534,            0.012109,             0.83613,             0.78948,             0.84421,              0.3997,            0.048373,            0.028582,           0.0094675,            0.007921,            0.007921,            0.007921
                  65,            0.047291,            0.038529,            0.013157,             0.78114,               0.834,             0.81971,             0.40448,            0.044688,            0.026274,           0.0089081,            0.007888,            0.007888,            0.007888
                  66,            0.046888,            0.041068,            0.013134,              0.8966,             0.76887,             0.82371,             0.46019,            0.041902,            0.026402,            0.009083,            0.007855,            0.007855,            0.007855
                  67,            0.045427,            0.039765,             0.01331,             0.89236,             0.72167,             0.83164,             0.47671,            0.041283,            0.026476,           0.0096397,            0.007822,            0.007822,            0.007822
                  68,            0.041817,            0.039879,            0.011905,             0.78904,             0.83355,             0.83983,             0.44412,            0.039611,            0.028107,           0.0094715,            0.007789,            0.007789,            0.007789
                  69,            0.043307,            0.038598,            0.011339,             0.78862,             0.83402,             0.82731,             0.49038,            0.042392,            0.025215,           0.0091658,            0.007756,            0.007756,            0.007756
                  70,             0.04471,            0.038062,            0.011767,             0.79883,             0.84641,             0.79294,             0.42018,            0.041296,            0.025766,            0.011197,            0.007723,            0.007723,            0.007723
                  71,            0.046283,            0.041646,            0.010474,             0.80539,             0.83781,              0.8052,             0.44051,            0.041222,            0.025637,           0.0093781,             0.00769,             0.00769,             0.00769
                  72,            0.044539,            0.041466,            0.012208,             0.80693,             0.84202,             0.85465,             0.50602,            0.041098,            0.024685,           0.0086504,            0.007657,            0.007657,            0.007657
                  73,            0.043192,            0.037242,             0.01133,             0.89863,             0.69418,             0.82827,             0.43076,            0.047189,            0.026648,           0.0079988,            0.007624,            0.007624,            0.007624
                  74,              0.0454,            0.038831,            0.011444,             0.85502,             0.85354,             0.86721,              0.5877,            0.038956,             0.02302,           0.0084688,            0.007591,            0.007591,            0.007591
                  75,            0.041899,            0.041355,            0.010401,             0.85006,             0.79806,             0.85155,             0.55038,            0.037045,            0.026127,           0.0098667,            0.007558,            0.007558,            0.007558
                  76,             0.04117,            0.042125,           0.0099992,             0.87082,             0.83271,             0.86594,             0.53337,            0.038107,            0.023901,           0.0080242,            0.007525,            0.007525,            0.007525
                  77,            0.041269,            0.041808,            0.010372,             0.92721,             0.84322,             0.86075,             0.53207,            0.038992,            0.024582,           0.0077238,            0.007492,            0.007492,            0.007492
                  78,            0.043403,            0.038028,           0.0099897,             0.87186,             0.84054,             0.86339,             0.47649,            0.043691,            0.024092,           0.0073313,            0.007459,            0.007459,            0.007459
                  79,            0.043147,            0.038072,             0.01131,             0.85049,             0.82924,             0.82478,              0.4829,            0.039071,            0.025238,            0.009366,            0.007426,            0.007426,            0.007426
                  80,            0.041697,             0.03894,            0.010255,             0.89956,             0.82902,             0.85135,             0.54719,            0.038065,            0.024271,            0.011253,            0.007393,            0.007393,            0.007393
                  81,            0.042175,            0.038203,           0.0096204,             0.94696,             0.84573,             0.85771,             0.56613,            0.036521,            0.023354,           0.0073847,             0.00736,             0.00736,             0.00736
                  82,            0.041892,            0.039054,            0.011438,             0.95073,             0.84543,             0.87026,             0.59235,             0.03688,            0.023319,           0.0070015,            0.007327,            0.007327,            0.007327
                  83,            0.041098,            0.035097,           0.0098115,             0.96061,             0.85358,             0.88005,             0.57611,            0.036788,            0.023144,           0.0069921,            0.007294,            0.007294,            0.007294
                  84,             0.04159,            0.038488,            0.010976,             0.98815,             0.84402,             0.87132,             0.54961,            0.037871,            0.024656,           0.0072138,            0.007261,            0.007261,            0.007261
                  85,            0.039851,            0.040978,           0.0093381,               0.976,             0.84075,             0.87259,             0.57553,            0.036478,            0.023579,           0.0069561,            0.007228,            0.007228,            0.007228
                  86,            0.041467,            0.034604,           0.0086335,             0.94324,             0.83088,             0.86796,             0.47688,            0.042502,            0.025993,           0.0067265,            0.007195,            0.007195,            0.007195
                  87,            0.043345,            0.036521,           0.0087942,             0.97288,             0.83675,             0.87085,             0.59127,            0.039934,            0.022812,           0.0067218,            0.007162,            0.007162,            0.007162
                  88,            0.042021,            0.037346,            0.011336,             0.99368,             0.83617,             0.87126,             0.53079,            0.036845,             0.02364,           0.0075756,            0.007129,            0.007129,            0.007129
                  89,            0.039902,            0.035716,           0.0098203,             0.97761,             0.82561,             0.88273,             0.61444,            0.035125,            0.022718,           0.0087318,            0.007096,            0.007096,            0.007096
                  90,            0.039083,            0.035271,           0.0090746,             0.94342,             0.83751,             0.87533,             0.51202,            0.039223,            0.023228,           0.0074528,            0.007063,            0.007063,            0.007063
                  91,            0.040942,            0.037324,           0.0098707,             0.97932,             0.83553,             0.87067,              0.5574,            0.036214,             0.02763,            0.006888,             0.00703,             0.00703,             0.00703
                  92,            0.037629,            0.038294,            0.010614,             0.93756,             0.84758,             0.88695,             0.55162,            0.036483,            0.024523,           0.0060135,            0.006997,            0.006997,            0.006997
                  93,            0.037782,            0.035449,           0.0080948,             0.96628,             0.82431,              0.8765,             0.62028,            0.036071,            0.025787,            0.006143,            0.006964,            0.006964,            0.006964
                  94,            0.039967,            0.036037,           0.0080245,             0.94971,             0.83632,             0.87909,             0.51377,            0.037809,            0.024256,           0.0072151,            0.006931,            0.006931,            0.006931
                  95,            0.039319,             0.03645,            0.010401,             0.97169,             0.83591,             0.87204,             0.52364,            0.036143,            0.023979,           0.0081003,            0.006898,            0.006898,            0.006898
                  96,            0.038966,             0.03805,           0.0087484,             0.98596,             0.82119,              0.8786,             0.56001,            0.039815,            0.024042,           0.0074094,            0.006865,            0.006865,            0.006865
                  97,            0.041175,            0.036238,           0.0090296,             0.98361,              0.8277,             0.90558,             0.60993,            0.035944,            0.022943,           0.0072812,            0.006832,            0.006832,            0.006832
                  98,            0.039087,            0.032962,           0.0076635,             0.97153,             0.84931,             0.89313,             0.57372,            0.036488,            0.023487,            0.006125,            0.006799,            0.006799,            0.006799
                  99,            0.038174,            0.036027,           0.0090811,             0.98561,             0.82308,             0.91457,             0.64093,            0.034265,             0.02306,           0.0094261,            0.006766,            0.006766,            0.006766
                 100,            0.039712,            0.034358,           0.0089225,             0.98831,             0.84364,             0.88455,             0.53974,            0.036112,            0.023346,            0.006354,            0.006733,            0.006733,            0.006733
                 101,            0.040184,            0.034321,           0.0078653,             0.99388,             0.83846,             0.88224,             0.62821,            0.034857,            0.023149,           0.0055515,              0.0067,              0.0067,              0.0067
                 102,            0.039334,            0.035733,           0.0080898,             0.99373,             0.83811,             0.88184,             0.58981,            0.035731,            0.023369,           0.0062578,            0.006667,            0.006667,            0.006667
                 103,            0.039081,            0.036605,           0.0089995,             0.98816,             0.83745,             0.87708,             0.58422,            0.034097,            0.022863,           0.0072004,            0.006634,            0.006634,            0.006634
                 104,            0.039235,            0.036718,           0.0084537,             0.99506,             0.83918,             0.87664,              0.5983,            0.033312,            0.022406,           0.0057104,            0.006601,            0.006601,            0.006601
                 105,            0.037821,            0.036151,           0.0079514,             0.99164,             0.84209,             0.87778,             0.57043,            0.035787,             0.02496,           0.0054047,            0.006568,            0.006568,            0.006568
                 106,            0.038211,            0.035425,            0.007603,             0.99415,             0.84448,             0.88207,             0.57671,            0.033016,            0.021572,           0.0056937,            0.006535,            0.006535,            0.006535
                 107,            0.038944,            0.035884,           0.0075538,             0.99017,             0.85259,             0.87606,             0.60736,            0.033943,            0.022245,           0.0050121,            0.006502,            0.006502,            0.006502
                 108,            0.039576,            0.035384,           0.0079158,             0.99207,             0.85151,             0.88401,             0.59177,            0.034682,            0.022051,           0.0050629,            0.006469,            0.006469,            0.006469
                 109,            0.037955,            0.032454,           0.0099796,             0.98575,             0.83311,              0.9198,              0.6539,            0.033414,            0.021523,           0.0069841,            0.006436,            0.006436,            0.006436
                 110,            0.036291,            0.035166,           0.0075601,             0.93785,             0.83213,             0.92302,              0.6323,            0.032396,            0.022072,           0.0098146,            0.006403,            0.006403,            0.006403
                 111,            0.035693,            0.032731,           0.0067726,             0.95418,             0.82151,             0.90729,             0.47894,            0.037143,            0.023876,           0.0082659,             0.00637,             0.00637,             0.00637
                 112,            0.039752,            0.034855,           0.0085443,             0.97838,             0.84836,             0.88567,             0.59038,            0.032778,             0.02198,           0.0052351,            0.006337,            0.006337,            0.006337
                 113,            0.038219,            0.034964,           0.0072665,             0.99398,             0.83963,              0.8888,             0.61146,            0.031877,            0.022663,           0.0050455,            0.006304,            0.006304,            0.006304
                 114,            0.035551,            0.033523,           0.0079047,             0.98614,             0.81865,             0.87778,             0.62552,            0.033098,            0.024384,           0.0058306,            0.006271,            0.006271,            0.006271
                 115,            0.036574,            0.033715,           0.0075653,             0.99591,             0.84339,             0.88505,             0.61884,            0.032325,            0.021626,           0.0049173,            0.006238,            0.006238,            0.006238
                 116,            0.037377,            0.034191,           0.0075061,             0.99202,             0.84511,             0.88115,             0.61831,            0.036088,            0.022427,           0.0052258,            0.006205,            0.006205,            0.006205
                 117,            0.035241,            0.035358,           0.0070183,             0.98546,             0.84967,             0.89324,               0.661,            0.031138,            0.022736,           0.0049167,            0.006172,            0.006172,            0.006172
                 118,            0.036529,            0.035174,           0.0074303,             0.99473,             0.84444,             0.89942,             0.59856,            0.035077,            0.021807,           0.0054093,            0.006139,            0.006139,            0.006139
                 119,            0.037499,            0.034591,            0.007774,             0.99508,             0.82074,             0.93792,              0.6656,            0.033693,            0.023319,           0.0059527,            0.006106,            0.006106,            0.006106
                 120,            0.037216,             0.03638,            0.007078,             0.99297,              0.8412,             0.87127,             0.57788,            0.034386,            0.022947,           0.0070082,            0.006073,            0.006073,            0.006073
                 121,            0.037227,            0.035543,           0.0067979,               0.996,             0.83902,             0.86945,             0.63237,            0.030955,            0.022415,           0.0075422,             0.00604,             0.00604,             0.00604
                 122,            0.036306,            0.033576,           0.0084055,             0.99079,             0.84427,             0.87152,             0.63019,            0.034995,             0.02239,           0.0060215,            0.006007,            0.006007,            0.006007
                 123,            0.036001,            0.032496,           0.0070218,             0.99355,             0.84435,             0.87557,             0.61045,            0.031765,            0.021364,           0.0061677,            0.005974,            0.005974,            0.005974
                 124,            0.035655,             0.03379,           0.0066049,             0.99375,             0.84306,             0.87724,             0.63767,             0.03376,            0.020754,           0.0053786,            0.005941,            0.005941,            0.005941
                 125,              0.0358,            0.033374,           0.0081274,             0.99402,             0.83866,             0.87518,             0.60385,            0.032905,              0.0219,           0.0053339,            0.005908,            0.005908,            0.005908
                 126,            0.036955,             0.03545,           0.0074577,              0.9929,             0.83889,             0.87145,             0.61427,            0.034599,            0.022188,           0.0063933,            0.005875,            0.005875,            0.005875
                 127,            0.036575,            0.033714,           0.0082798,             0.98818,             0.84001,             0.87295,              0.6071,            0.033285,             0.02227,           0.0060095,            0.005842,            0.005842,            0.005842
                 128,            0.034025,             0.03253,           0.0061606,             0.99121,             0.82657,             0.87152,             0.58086,            0.033833,            0.024128,           0.0050962,            0.005809,            0.005809,            0.005809
                 129,            0.035159,            0.033955,           0.0057315,             0.99277,             0.84462,             0.88301,              0.6375,            0.031974,            0.020733,           0.0053045,            0.005776,            0.005776,            0.005776
                 130,             0.03609,              0.0311,           0.0086118,              0.9821,             0.84332,             0.90372,             0.63512,            0.033193,            0.022884,           0.0060689,            0.005743,            0.005743,            0.005743
                 131,            0.035379,            0.032501,           0.0073417,              0.9927,             0.84505,             0.90596,             0.66639,            0.030823,            0.021423,           0.0057558,             0.00571,             0.00571,             0.00571
                 132,            0.035219,            0.034088,           0.0077901,             0.99417,             0.84413,             0.89815,             0.62404,            0.033679,            0.023989,           0.0045809,            0.005677,            0.005677,            0.005677
                 133,            0.034369,            0.034093,           0.0064136,             0.99521,             0.84355,             0.92719,              0.6936,            0.029674,            0.023102,           0.0048285,            0.005644,            0.005644,            0.005644
                 134,            0.035279,            0.034291,           0.0064093,             0.99693,             0.84436,             0.95936,             0.68731,            0.032623,            0.021864,           0.0044647,            0.005611,            0.005611,            0.005611
                 135,            0.034336,            0.031096,            0.007493,             0.98492,             0.85652,             0.98968,             0.70285,            0.032652,            0.021706,           0.0042418,            0.005578,            0.005578,            0.005578
                 136,            0.036872,            0.032683,           0.0084728,             0.98369,             0.85459,             0.98146,             0.70674,            0.032386,            0.022038,           0.0047938,            0.005545,            0.005545,            0.005545
                 137,            0.035598,            0.031853,           0.0061255,             0.99631,             0.84415,             0.98794,             0.71603,            0.031538,             0.02161,           0.0044193,            0.005512,            0.005512,            0.005512
                 138,            0.034411,            0.033677,           0.0082697,             0.99549,             0.84567,             0.99402,             0.71861,            0.031034,            0.022108,           0.0047071,            0.005479,            0.005479,            0.005479
                 139,            0.034762,            0.032528,           0.0082155,             0.99552,             0.84553,             0.99306,             0.72152,            0.031905,            0.021732,           0.0052638,            0.005446,            0.005446,            0.005446
                 140,            0.034049,            0.034948,           0.0064073,             0.98283,             0.83746,             0.99027,             0.73412,            0.031582,            0.021528,            0.005882,            0.005413,            0.005413,            0.005413
                 141,            0.033385,            0.033639,           0.0059244,             0.99539,             0.84519,             0.99296,             0.73242,            0.032313,            0.021395,           0.0046597,             0.00538,             0.00538,             0.00538
                 142,            0.034557,            0.032511,           0.0074134,             0.99291,             0.84507,             0.99405,             0.75295,            0.030251,             0.02178,           0.0046036,            0.005347,            0.005347,            0.005347
                 143,            0.033375,            0.031654,            0.005841,             0.98579,             0.83855,             0.99492,             0.67421,            0.032798,            0.021864,           0.0060836,            0.005314,            0.005314,            0.005314
                 144,            0.034301,            0.031582,           0.0065459,             0.99303,             0.84319,             0.99498,             0.74138,            0.031737,            0.021561,           0.0053292,            0.005281,            0.005281,            0.005281
                 145,            0.032883,            0.031897,           0.0062873,             0.98792,             0.83872,             0.99461,             0.77444,            0.030791,            0.021599,           0.0051643,            0.005248,            0.005248,            0.005248
                 146,            0.031743,            0.034224,           0.0048247,             0.98876,             0.83526,             0.99455,              0.7454,            0.031724,            0.021955,           0.0051744,            0.005215,            0.005215,            0.005215
                 147,            0.033706,            0.031289,             0.00616,             0.99329,             0.83679,             0.99361,             0.74159,            0.031097,            0.021111,           0.0049387,            0.005182,            0.005182,            0.005182
                 148,            0.033773,            0.029028,           0.0072554,             0.98844,             0.84314,             0.99317,             0.77683,            0.030742,            0.021132,           0.0052338,            0.005149,            0.005149,            0.005149
                 149,             0.03376,            0.033271,           0.0066729,             0.99685,             0.84361,             0.99409,             0.76325,            0.029285,            0.020714,           0.0044474,            0.005116,            0.005116,            0.005116
                 150,            0.035076,            0.033744,           0.0058832,             0.99477,             0.84431,             0.99365,             0.76628,            0.030876,            0.021639,           0.0046042,            0.005083,            0.005083,            0.005083
                 151,            0.033757,            0.033511,           0.0072929,             0.99445,             0.84501,               0.995,             0.75648,            0.029527,            0.020775,           0.0042311,             0.00505,             0.00505,             0.00505
                 152,            0.033259,            0.032691,           0.0062906,             0.85861,             0.98838,             0.99231,             0.75868,            0.029644,            0.020376,           0.0051984,            0.005017,            0.005017,            0.005017
                 153,             0.03359,            0.033392,           0.0064401,              0.8775,             0.98968,             0.99312,             0.69172,            0.031273,            0.020903,           0.0050789,            0.004984,            0.004984,            0.004984
                 154,            0.032583,            0.032492,           0.0084938,              0.9004,             0.98544,             0.99439,             0.75245,            0.029997,            0.020134,           0.0050275,            0.004951,            0.004951,            0.004951
                 155,            0.032682,            0.030331,           0.0061786,             0.91142,             0.98525,             0.99451,             0.71214,            0.030826,            0.020424,           0.0042912,            0.004918,            0.004918,            0.004918
                 156,            0.034146,            0.032611,           0.0062977,             0.91377,             0.98148,             0.99439,             0.74166,            0.029775,            0.020317,           0.0039968,            0.004885,            0.004885,            0.004885
                 157,            0.032378,            0.029728,           0.0072369,              0.9227,             0.99484,             0.99493,             0.73621,            0.030961,             0.02083,            0.003673,            0.004852,            0.004852,            0.004852
                 158,              0.0328,            0.030229,           0.0068196,             0.92148,              0.9914,             0.99402,             0.74089,            0.030267,            0.020981,           0.0039173,            0.004819,            0.004819,            0.004819
                 159,            0.033882,            0.033851,           0.0073736,             0.89619,             0.98838,             0.99375,             0.76159,            0.029186,            0.020597,           0.0047391,            0.004786,            0.004786,            0.004786
                 160,            0.032835,            0.033889,           0.0054723,             0.89083,             0.98938,             0.99417,             0.74364,            0.030006,            0.020647,           0.0045502,            0.004753,            0.004753,            0.004753
                 161,            0.033042,            0.032612,           0.0073385,             0.89246,               0.991,             0.99493,             0.71973,            0.030949,            0.020874,           0.0042958,             0.00472,             0.00472,             0.00472
                 162,            0.032572,            0.029788,           0.0054283,             0.87857,             0.98838,             0.99269,             0.73452,            0.029363,            0.020081,           0.0054975,            0.004687,            0.004687,            0.004687
                 163,            0.032273,            0.028981,           0.0062665,             0.90678,             0.99367,             0.99496,             0.70334,            0.030711,            0.021538,           0.0040195,            0.004654,            0.004654,            0.004654
