               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.098189,              0.0631,            0.033144,           0.0034892,            0.079044,           0.0021588,          0.00048746,            0.078642,            0.035242,             0.02438,            0.089057,           0.0010574,           0.0010574
                  13,            0.098907,            0.071707,            0.031905,           0.0038034,             0.11029,           0.0024435,          0.00052171,            0.077786,            0.038145,             0.02363,            0.088133,           0.0011327,           0.0011327
                  14,            0.096792,            0.067167,            0.029535,           0.0037636,            0.099877,            0.002295,          0.00062671,            0.077074,            0.042808,            0.023108,            0.087206,            0.001206,            0.001206
                  15,            0.093621,            0.071669,            0.027047,          0.00093158,            0.025123,          0.00044389,          8.0829e-05,            0.079194,            0.056524,            0.022462,            0.086277,           0.0012772,           0.0012772
                  16,            0.092046,            0.071288,            0.025375,                   0,                   0,                   0,                   0,            0.081058,            0.078794,             0.02187,            0.085347,           0.0013466,           0.0013466
                  17,            0.093083,            0.068477,            0.025771,                   0,                   0,                   0,                   0,            0.080598,            0.075734,            0.021693,            0.084414,           0.0014139,           0.0014139
                  18,            0.092201,            0.066886,            0.026061,             0.33349,            0.010417,          6.3563e-05,          1.9069e-05,            0.076462,            0.095228,            0.021302,            0.083479,           0.0014792,           0.0014792
                  19,            0.092011,            0.068153,            0.024253,             0.33352,            0.010417,          6.5535e-05,          6.5535e-06,            0.077006,             0.11407,            0.021622,            0.082543,           0.0015426,           0.0015426
                  20,            0.088912,            0.073477,            0.024306,              0.3336,            0.012868,          0.00012291,          1.2291e-05,            0.074238,             0.13296,            0.022435,            0.081604,            0.001604,            0.001604
                  21,            0.090644,            0.067101,            0.022857,             0.33374,            0.023284,           0.0002025,          3.4374e-05,            0.074509,             0.14545,            0.022624,            0.080663,           0.0016634,           0.0016634
                  22,              0.0896,            0.063149,            0.024282,              0.3341,            0.030637,          0.00036814,          5.6362e-05,            0.073785,             0.13785,            0.022276,            0.079721,           0.0017208,           0.0017208
                  23,            0.088264,            0.057297,            0.023468,             0.33535,            0.079044,           0.0010801,          0.00017471,            0.071803,              0.1394,            0.022132,            0.078776,           0.0017763,           0.0017763
                  24,              0.0887,            0.070063,            0.023104,             0.33809,             0.12684,           0.0028858,          0.00039705,            0.073037,             0.13683,            0.022332,             0.07783,           0.0018298,           0.0018298
                  25,            0.089752,            0.063796,            0.023728,             0.34321,             0.24877,           0.0078622,           0.0013887,            0.069038,             0.12016,            0.021822,            0.076881,           0.0018812,           0.0018812
                  26,            0.086203,            0.063877,            0.023847,             0.34748,             0.25245,            0.012175,           0.0026868,            0.066231,             0.10617,            0.021149,            0.075931,           0.0019308,           0.0019308
                  27,            0.085596,            0.056889,            0.022004,             0.35821,             0.25735,            0.022457,           0.0052639,            0.066686,             0.09123,            0.020381,            0.074978,           0.0019783,           0.0019783
                  28,            0.082405,            0.064453,            0.021889,             0.35954,             0.19914,            0.023191,           0.0048475,            0.065873,            0.092575,            0.020358,            0.074024,           0.0020238,           0.0020238
                  29,            0.081949,            0.059586,            0.023204,             0.36343,             0.20098,            0.024407,           0.0049603,            0.062986,            0.086227,            0.020239,            0.073067,           0.0020674,           0.0020674
                  30,            0.082834,            0.054758,            0.019792,             0.36352,              0.3701,            0.027723,            0.005622,            0.065021,            0.076984,            0.019535,            0.072109,            0.002109,            0.002109
                  31,            0.083339,            0.062806,            0.022206,             0.36578,             0.39767,            0.031573,           0.0058383,            0.062603,            0.070663,             0.01889,            0.071149,           0.0021486,           0.0021486
                  32,            0.081841,            0.051317,            0.020133,             0.37444,             0.15319,            0.042098,           0.0067675,            0.066925,             0.06945,            0.018933,            0.070186,           0.0021862,           0.0021862
                  33,            0.081871,            0.048892,            0.020378,             0.43054,              0.3027,            0.078104,            0.015346,            0.058645,            0.063046,            0.018288,            0.069222,           0.0022219,           0.0022219
                  34,             0.07902,              0.0521,            0.019986,             0.40309,             0.19853,            0.047623,           0.0067649,            0.068511,            0.061474,            0.017924,            0.068256,           0.0022556,           0.0022556
                  35,             0.07933,             0.05863,            0.020229,             0.37643,             0.24387,            0.037486,           0.0077858,            0.060654,            0.063606,            0.018205,            0.067287,           0.0022873,           0.0022873
                  36,            0.076714,            0.050187,            0.018269,             0.35152,             0.25674,            0.015605,            0.002675,            0.068549,            0.063377,            0.018018,            0.066317,            0.002317,            0.002317
                  37,            0.078457,            0.053992,            0.018863,             0.10615,             0.57843,             0.11364,            0.026683,            0.058137,            0.061058,            0.017456,            0.065345,           0.0023447,           0.0023447
                  38,            0.080536,            0.051443,             0.01913,            0.025732,             0.37316,            0.020399,           0.0034784,             0.06903,            0.055153,             0.01633,             0.06437,           0.0023704,           0.0023704
                  39,            0.075837,            0.048657,            0.017778,             0.78649,             0.21324,             0.17354,            0.040037,            0.056541,            0.053658,            0.015937,            0.063394,           0.0023942,           0.0023942
                  40,            0.075626,            0.050929,             0.01807,            0.019079,             0.27206,            0.016759,           0.0042595,            0.065006,            0.055164,            0.015654,            0.062416,            0.002416,            0.002416
                  41,             0.08036,            0.053432,            0.019595,              0.7872,             0.20588,             0.17551,            0.045307,            0.055239,            0.047306,            0.014844,            0.061436,           0.0024358,           0.0024358
                  42,            0.075818,            0.048728,            0.018085,            0.015957,             0.25613,            0.014923,           0.0024441,            0.067401,             0.04483,            0.014277,            0.060454,           0.0024536,           0.0024536
                  43,            0.079343,            0.049973,            0.019786,              0.4462,             0.21078,             0.17992,             0.04539,            0.053638,             0.04118,            0.013964,            0.059469,           0.0024695,           0.0024695
                  44,            0.072711,            0.040759,            0.019313,             0.40557,             0.30882,            0.080095,            0.016033,            0.062976,            0.038204,            0.012514,            0.058483,           0.0024834,           0.0024834
                  45,            0.075912,            0.042678,             0.01797,             0.86839,             0.22304,             0.26946,            0.085139,            0.051794,            0.035034,            0.012021,            0.057495,           0.0024953,           0.0024953
                  46,             0.07203,            0.045887,            0.017518,            0.039261,             0.53493,            0.045653,            0.011659,            0.059233,            0.038448,            0.011844,            0.056505,           0.0025052,           0.0025052
                  47,            0.072779,            0.043622,              0.0165,            0.042866,             0.57353,            0.051719,            0.012886,            0.059142,             0.03763,            0.011759,            0.055513,           0.0025131,           0.0025131
                  48,            0.075554,            0.049362,            0.017798,             0.87304,             0.25245,             0.28501,            0.096218,            0.051052,            0.038378,            0.011679,            0.054519,            0.002519,            0.002519
                  49,            0.071105,            0.050544,            0.019333,             0.37933,             0.26777,            0.055842,            0.012868,            0.063041,            0.046709,            0.011591,            0.053523,            0.002523,            0.002523
                  50,            0.072057,            0.044827,            0.017481,             0.89853,              0.2598,             0.32796,             0.10572,            0.050061,            0.041712,            0.011421,            0.052525,            0.002525,            0.002525
                  51,            0.069593,            0.044054,            0.017408,            0.047631,              0.6826,            0.055696,            0.015068,            0.059898,             0.04405,             0.01116,            0.051525,            0.002525,            0.002525
                  52,            0.072427,            0.047084,            0.016883,             0.67211,             0.41789,             0.43955,             0.11645,            0.048964,            0.037132,            0.010662,            0.050523,            0.002523,            0.002523
                  53,            0.070444,            0.046115,            0.015474,             0.07284,             0.71324,            0.091749,            0.027032,            0.056311,            0.034727,              0.0104,            0.049519,           0.0025191,           0.0025191
                  54,            0.071522,            0.046091,            0.015128,             0.63881,              0.4527,             0.40105,             0.13677,            0.045995,            0.031541,            0.010041,            0.048513,           0.0025132,           0.0025132
                  55,            0.069112,            0.042798,             0.01734,            0.081214,             0.73465,             0.17187,            0.042485,            0.060002,            0.033091,            0.010054,            0.047505,           0.0025053,           0.0025053
                  56,            0.069993,            0.049335,            0.015825,             0.71543,             0.45299,             0.46991,             0.15978,            0.045043,            0.032976,            0.010014,            0.046495,           0.0024954,           0.0024954
                  57,            0.068718,             0.04969,            0.017244,            0.087705,             0.73039,             0.15846,             0.03862,            0.055309,            0.037585,           0.0098848,            0.045483,           0.0024835,           0.0024835
                  58,            0.069746,            0.040922,            0.018434,             0.88396,             0.50921,              0.6509,             0.20889,            0.043909,            0.031223,           0.0094674,             0.04447,           0.0024696,           0.0024696
                  59,            0.068239,             0.04274,            0.018327,             0.11286,             0.80095,             0.18546,            0.050554,            0.053534,            0.031843,           0.0091719,            0.043454,           0.0024538,           0.0024538
                  60,            0.068046,             0.04693,             0.01657,             0.81845,             0.50157,             0.60419,             0.20596,            0.042791,            0.029145,           0.0090251,            0.042436,            0.002436,            0.002436
                  61,            0.065863,            0.042794,            0.017768,             0.12148,             0.85539,             0.20945,            0.070531,            0.051131,            0.029947,           0.0087264,            0.041416,           0.0024162,           0.0024162
                  62,            0.065636,            0.043372,            0.015648,             0.79851,             0.53737,             0.58598,             0.20777,            0.041891,            0.027641,           0.0085645,            0.040394,           0.0023944,           0.0023944
                  63,             0.06436,             0.04303,             0.01506,             0.52636,              0.3462,             0.24476,            0.081746,            0.050556,            0.030214,           0.0084786,            0.039371,           0.0023707,           0.0023707
                  64,            0.063968,            0.042723,            0.015388,              0.7994,             0.55301,             0.58912,             0.19522,            0.043268,              0.0278,           0.0083977,            0.038345,            0.002345,            0.002345
                  65,            0.064135,            0.038344,            0.016326,             0.71657,             0.52757,             0.50081,             0.13281,            0.047353,            0.026912,           0.0081679,            0.037317,           0.0023172,           0.0023172
                  66,            0.064256,            0.045775,            0.013968,             0.76641,             0.49877,             0.56789,             0.18376,            0.044145,            0.026027,           0.0081745,            0.036288,           0.0022876,           0.0022876
                  67,            0.062549,            0.042372,            0.017273,             0.71786,             0.47733,             0.45524,             0.10747,            0.044596,            0.027116,           0.0080761,            0.035256,           0.0022559,           0.0022559
                  68,            0.060928,            0.039638,            0.014994,             0.77178,             0.52206,             0.57534,             0.17673,            0.043543,            0.026116,           0.0080498,            0.034222,           0.0022222,           0.0022222
                  69,            0.062723,            0.044672,            0.013827,             0.80332,             0.54855,             0.62829,             0.17125,            0.041671,            0.026029,           0.0078999,            0.033187,           0.0021866,           0.0021866
                  70,            0.061218,            0.037066,            0.015039,             0.83245,             0.58483,             0.66205,             0.21107,            0.044695,            0.025427,            0.007774,            0.032149,            0.002149,            0.002149
                  71,            0.062718,            0.038289,            0.015524,             0.77044,             0.61213,              0.6347,              0.2217,            0.041609,            0.024319,           0.0075754,            0.031109,           0.0021094,           0.0021094
                  72,            0.060005,            0.042587,            0.013091,             0.81916,             0.57813,             0.64697,             0.19122,            0.043053,            0.025944,           0.0076884,            0.030068,           0.0020678,           0.0020678
                  73,            0.061969,            0.040559,            0.015156,             0.82981,             0.58052,              0.6763,              0.2004,            0.041989,            0.024944,           0.0075196,            0.029024,           0.0020243,           0.0020243
                  74,            0.059742,            0.045399,             0.01476,             0.82422,              0.5149,             0.64962,             0.22501,            0.040146,             0.02627,           0.0076335,            0.027979,           0.0019788,           0.0019788
                  75,            0.059386,            0.042863,            0.015243,             0.85618,             0.54847,             0.70119,             0.23677,            0.041299,             0.02567,            0.007503,            0.026931,           0.0019313,           0.0019313
                  76,            0.062371,             0.04296,            0.014653,             0.88296,             0.54473,             0.72335,             0.29232,            0.037995,            0.025362,           0.0074458,            0.025882,           0.0018818,           0.0018818
                  77,             0.05816,            0.042963,            0.016368,             0.88611,             0.56471,             0.72074,             0.26251,            0.039413,            0.024701,            0.007342,             0.02483,           0.0018303,           0.0018303
                  78,            0.060242,            0.042841,             0.01521,             0.89572,             0.55789,             0.73073,              0.2978,            0.038095,            0.024681,           0.0072764,            0.023777,           0.0017768,           0.0017768
                  79,            0.058461,             0.03872,            0.016151,             0.87443,             0.54332,             0.71413,             0.23141,            0.039757,            0.023586,           0.0070393,            0.022721,           0.0017214,           0.0017214
                  80,            0.058553,             0.04063,            0.013594,             0.87646,              0.5625,             0.73511,             0.30875,            0.037656,            0.023213,           0.0069531,            0.021664,            0.001664,            0.001664
                  81,            0.057551,            0.041206,            0.014612,             0.38034,             0.96875,             0.76358,             0.31923,             0.03785,            0.022653,           0.0068135,            0.020605,           0.0016046,           0.0016046
                  82,            0.056853,            0.035557,             0.01391,             0.82142,              0.5625,             0.73153,             0.30237,            0.037256,            0.022815,           0.0067723,            0.019543,           0.0015432,           0.0015432
                  83,            0.055812,            0.036108,            0.014179,             0.42883,             0.96875,             0.77696,             0.34424,            0.035821,            0.022192,           0.0066988,             0.01848,           0.0014799,           0.0014799
                  84,             0.05441,             0.03785,            0.012673,             0.43837,             0.94792,             0.78214,             0.31476,            0.036296,            0.022634,           0.0067051,            0.017415,           0.0014146,           0.0014146
                  85,             0.05513,            0.040879,            0.012844,             0.44087,             0.94792,             0.79389,             0.34234,            0.036075,            0.022761,           0.0066882,            0.016347,           0.0013473,           0.0013473
                  86,            0.052629,             0.03746,            0.012869,             0.91918,             0.55208,             0.78209,             0.31311,            0.037811,            0.023532,           0.0067185,            0.015278,            0.001278,            0.001278
                  87,            0.053265,            0.034382,            0.013995,             0.43617,             0.91667,             0.79751,             0.35041,            0.035344,            0.023251,           0.0065821,            0.014207,           0.0012067,           0.0012067
                  88,            0.055526,            0.038925,            0.013005,             0.89578,              0.5625,             0.81313,             0.39311,            0.036944,            0.023369,           0.0065761,            0.013133,           0.0011334,           0.0011334
                  89,            0.055153,            0.039025,            0.014187,             0.48297,             0.89583,             0.82269,             0.39263,            0.033834,             0.02304,           0.0065337,            0.012058,           0.0010582,           0.0010582
                  90,            0.052337,            0.038525,            0.013899,             0.46627,             0.90307,             0.82426,             0.39113,            0.036494,            0.022868,           0.0065045,            0.010981,            0.000981,            0.000981
                  91,             0.05255,              0.0415,            0.014369,             0.50038,             0.91242,             0.83017,             0.38685,            0.033178,             0.02282,            0.006502,           0.0099018,          0.00090181,          0.00090181
                  92,            0.050436,            0.038719,            0.014586,              0.4496,             0.97917,             0.84304,              0.3773,            0.035701,            0.022851,           0.0064671,           0.0088206,          0.00082064,          0.00082064
                  93,            0.051317,            0.039439,             0.01237,             0.49173,             0.94792,             0.84438,             0.41105,            0.033146,            0.022624,           0.0064204,           0.0077375,          0.00073749,          0.00073749
                  94,            0.052742,            0.038491,            0.013681,             0.45624,              0.9375,             0.82183,             0.41032,            0.035311,            0.022747,           0.0063829,           0.0066524,          0.00065236,          0.00065236
                  95,            0.050406,            0.036341,            0.012635,             0.49546,             0.96547,             0.83749,             0.41611,            0.033375,             0.02245,           0.0063349,           0.0055653,          0.00056525,          0.00056525
                  96,            0.049652,            0.036182,            0.013667,             0.49235,             0.97917,             0.85772,             0.43928,             0.03419,            0.022265,           0.0062971,           0.0044762,          0.00047616,          0.00047616
                  97,            0.051336,            0.035485,            0.012561,             0.52855,             0.97917,             0.86802,             0.46026,            0.032327,            0.021792,           0.0062696,           0.0033851,          0.00038509,          0.00038509
                  98,            0.050142,            0.037515,            0.015014,             0.53634,             0.96875,             0.87751,             0.45058,            0.032778,            0.021661,           0.0062425,            0.002292,          0.00029204,          0.00029204
                  99,            0.049465,            0.039169,            0.014467,             0.54668,             0.96875,             0.88144,             0.45682,            0.032393,            0.021542,           0.0062376,            0.001197,          0.00019701,          0.00019701
