               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.040188,            0.033753,            0.009991,             0.99578,                   1,               0.995,             0.56403,            0.025145,            0.017766,           0.0020119,            0.002278,            0.002278,            0.002278
                  80,            0.040658,             0.02804,           0.0081586,             0.99612,                   1,               0.995,             0.58607,            0.026651,            0.017918,           0.0019758,            0.002179,            0.002179,            0.002179
                  81,            0.037439,            0.029967,             0.00691,             0.99675,                   1,               0.995,             0.66274,            0.023986,            0.017444,           0.0019392,             0.00208,             0.00208,             0.00208
                  82,            0.038872,            0.026389,           0.0078277,             0.99565,                   1,               0.995,             0.64048,            0.025063,            0.017401,           0.0019152,            0.001981,            0.001981,            0.001981
                  83,            0.035812,            0.030951,           0.0066926,             0.99611,                   1,               0.995,              0.7189,            0.024413,            0.017627,           0.0019392,            0.001882,            0.001882,            0.001882
                  84,            0.040107,            0.030486,            0.006619,             0.99652,                   1,               0.995,              0.6762,            0.023792,             0.01758,           0.0019381,            0.001783,            0.001783,            0.001783
                  85,             0.03674,            0.029001,           0.0057047,             0.99637,                   1,               0.995,             0.71829,            0.025164,            0.017439,            0.001908,            0.001684,            0.001684,            0.001684
                  86,            0.039819,            0.027554,           0.0076054,             0.99646,                   1,               0.995,             0.66065,            0.023167,            0.017095,           0.0018971,            0.001585,            0.001585,            0.001585
                  87,            0.036202,              0.0269,           0.0061611,             0.99675,                   1,               0.995,             0.71851,            0.022059,            0.016763,           0.0018416,            0.001486,            0.001486,            0.001486
                  88,            0.038645,             0.02913,           0.0081856,             0.99619,                   1,               0.995,             0.72976,            0.022993,            0.016812,           0.0018291,            0.001387,            0.001387,            0.001387
                  89,            0.036029,            0.030244,           0.0046426,             0.99631,                   1,               0.995,             0.71661,            0.022247,             0.01682,           0.0018322,            0.001288,            0.001288,            0.001288
                  90,            0.035229,            0.027708,           0.0065539,             0.99674,                   1,               0.995,             0.71747,            0.021725,            0.016668,           0.0018185,            0.001189,            0.001189,            0.001189
                  91,            0.036362,             0.02643,           0.0091971,             0.99686,                   1,               0.995,             0.66347,            0.022151,            0.016908,           0.0017624,             0.00109,             0.00109,             0.00109
                  92,            0.035433,            0.033224,           0.0060923,             0.99671,                   1,               0.995,             0.70087,            0.021754,            0.016733,           0.0017412,            0.000991,            0.000991,            0.000991
                  93,            0.035698,             0.02848,           0.0093941,             0.99645,                   1,               0.995,             0.71089,            0.022006,            0.016794,           0.0017283,            0.000892,            0.000892,            0.000892
                  94,            0.035607,            0.026929,           0.0068003,             0.99624,                   1,               0.995,             0.67946,            0.023228,            0.017065,           0.0016849,            0.000793,            0.000793,            0.000793
                  95,            0.037335,             0.02871,           0.0083019,             0.99647,                   1,               0.995,             0.70792,            0.022379,            0.016825,           0.0016345,            0.000694,            0.000694,            0.000694
                  96,            0.036775,            0.028892,           0.0095089,              0.9965,                   1,               0.995,             0.71018,            0.021835,            0.016703,            0.001612,            0.000595,            0.000595,            0.000595
                  97,            0.035024,            0.030342,           0.0078882,             0.99637,                   1,               0.995,             0.72611,            0.021595,            0.016592,           0.0016059,            0.000496,            0.000496,            0.000496
                  98,             0.03556,            0.030244,            0.009645,             0.99631,                   1,               0.995,             0.73628,            0.021375,            0.016535,           0.0016003,            0.000397,            0.000397,            0.000397
                  99,            0.034478,            0.026425,           0.0067859,             0.99634,                   1,               0.995,             0.74663,            0.021025,            0.016397,            0.001577,            0.000298,            0.000298,            0.000298
